CustomerID,Gender,PaymentMethod,Sign Up date,Country,Sector,Product,MonthlyCharges,Total Revenue
1536-HBSWP,Female,Electronic check,2/12/2014,Kenya,Others,USSD,0,0
5313-FPXWG,Male,Bank transfer (automatic),5/6/2015,Kenya,Others,Airtime,0,0
0067-DKWBL,Male,Electronic check,2/1/2017,Kenya,Others,Bulk SMS,0,0
0946-FKYTX,Male,Mailed check,2/7/2017,Kenya,Others,Bulk SMS,0,0
5076-YVXCM,Male,Bank transfer (automatic),7/4/2016,Kenya,Others,Airtime,0,0
8262-COGGB,Male,Mailed check,3/12/2014,Kenya,Agriculture,Bulk SMS,0,0
6663-JOCQO,Male,Bank transfer (automatic),2/16/2017,Kenya,FMCG,Payments,0,0
9620-QJREV,Male,Credit card (automatic),8/28/2017,Kenya,Agriculture,Voice,0,0
2276-YDAVZ,Female,Credit card (automatic),3/14/2017,Kenya,Others,Bulk SMS,0,0
2682-KEVRP,Female,Mailed check,7/17/2017,New Zealand,Others,Bulk SMS,0,0
2480-JZOSN,Female,Mailed check,11/17/2014,Kenya,Others,Bulk SMS,0,0
0078-XZMHT,Male,Bank transfer (automatic),10/27/2017,Rwanda,Others,Bulk SMS,0,0
5896-NPFWW,Male,Electronic check,3/27/2015,Kenya,Others,Bulk SMS,0,0
9978-HYCIN,Male,Bank transfer (automatic),5/15/2017,Kenya,Consultancy,USSD,0,0
8338-QIUNR,Male,Credit card (automatic),12/27/2012,Finland,Others,Bulk SMS,0,0
1525-LNLOJ,Male,Bank transfer (automatic),3/28/2017,Kenya,Others,Bulk SMS,0,0
9450-TRJUU,Male,Electronic check,12/2/2016,Kenya,Others,Bulk SMS,0,0
1766-GKNMI,Male,Electronic check,7/23/2017,Kenya,Others,Voice,0,0
6942-LBFDP,Female,Mailed check,4/27/2016,Kenya,Education,Bulk SMS,0,0
1456-TWCGB,Male,Mailed check,11/9/2016,Kenya,Others,Bulk SMS,0,0
7133-VBDCG,Female,Bank transfer (automatic),9/7/2016,Kenya,Developer,Airtime,0,0
7596-ZYWBB,Female,Mailed check,5/28/2015,Kenya,Others,Bulk SMS,0,0
8329-UTMVM,Male,Bank transfer (automatic),7/13/2017,Kenya,Others,Bulk SMS,0,0
3014-WJKSM,Male,Credit card (automatic),4/26/2017,Kenya,Others,Bulk SMS,0,0
3347-YJZZE,Male,Credit card (automatic),1/13/2017,Kenya,Others,Bulk SMS,0,0
1029-QFBEN,Male,Mailed check,8/28/2017,Kenya,Others,Bulk SMS,0,0
7929-DMBCV,Female,Mailed check,7/25/2017,Mexico,Others,Bulk SMS,0,0
9661-JALZV,Female,Credit card (automatic),7/17/2017,Mexico,Others,Bulk SMS,0,0
5433-KYGHE,Female,Mailed check,11/24/2017,Kenya,Others,Bulk SMS,0,0
4312-KFRXN,Male,Mailed check,1/13/2016,Kenya,Others,Bulk SMS,0,0
5575-TPIZQ,Male,Credit card (automatic),7/22/2017,Mexico,Others,Bulk SMS,0,0
0114-IGABW,Female,Bank transfer (automatic),1/16/2017,Kenya,Others,Bulk SMS,0,0
9944-AEXBM,Male,Bank transfer (automatic),11/24/2012,Kenya,Others,Bulk SMS,0,0
1853-ARAAQ,Female,Credit card (automatic),1/25/2013,Kenya,Others,Bulk SMS,0,0
6952-OMNWB,Male,Credit card (automatic),2/18/2015,Kenya,Others,Premium SMS,0,0
4697-LUPSU,Male,Mailed check,5/31/2017,Uganda,Others,Bulk SMS,0,0
8434-VGEQQ,Male,Credit card (automatic),7/25/2017,Mexico,Health,Bulk SMS,0,0
4952-YSOGZ,Female,Electronic check,2/22/2016,Kenya,Health,Bulk SMS,0,0
1589-AGTLK,Male,Electronic check,8/22/2017,Kenya,Others,Bulk SMS,0,0
5244-IRFIH,Male,Electronic check,4/22/2015,Kenya,Others,Bulk SMS,0,0
6549-YMFAW,Male,Mailed check,12/1/2017,Kenya,Others,Bulk SMS,0,0
4950-HKQTE,Female,Mailed check,8/9/2017,Nigeria,Religious,Bulk SMS,0,0
6786-OBWQR,Female,Electronic check,7/14/2017,Kenya,Others,Bulk SMS,0,0
2684-EIWEO,Female,Credit card (automatic),10/23/2017,Kenya,Others,Bulk SMS,0,0
2753-JMMCV,Male,Credit card (automatic),7/22/2017,Kenya,Others,Bulk SMS,0,0
6439-GTPCA,Female,Electronic check,11/17/2016,Kenya,Others,Bulk SMS,0,0
6621-YOBKI,Male,Mailed check,5/24/2017,Kenya,Others,Bulk SMS,0,0
1216-JWVUX,Male,Electronic check,3/14/2016,Kenya,Retail,USSD,0,0
7564-GHCVB,Female,Bank transfer (automatic),10/23/2015,Kenya,Others,Bulk SMS,0,0
1173-NOEYG,Female,Bank transfer (automatic),7/29/2017,Kenya,Others,Bulk SMS,0,0
7595-EHCDL,Male,Credit card (automatic),3/23/2017,Kenya,Others,Bulk SMS,0,0
6647-ZEDXT,Female,Credit card (automatic),4/12/2017,Kenya,Others,Bulk SMS,0,0
2521-NPUZR,Male,Credit card (automatic),9/21/2016,Kenya,Health,Bulk SMS,0,0
1307-TVUFB,Male,Bank transfer (automatic),9/9/2016,Kenya,Others,Bulk SMS,0,0
7503-MIOGA,Female,Bank transfer (automatic),11/25/2015,Kenya,Others,Bulk SMS,0,0
4381-MHQDC,Female,Mailed check,10/7/2017,Kenya,Others,Bulk SMS,0,0
6923-JHPMP,Female,Electronic check,5/15/2015,Kenya,Others,Bulk SMS,0,0
5138-WVKYJ,Male,Electronic check,1/23/2015,Kenya,Others,Bulk SMS,0,0
4018-PPNDW,Female,Mailed check,5/22/2014,Kenya,Others,Bulk SMS,0,0
1635-FJFCC,Female,Credit card (automatic),2/12/2017,Kenya,Others,Bulk SMS,0,0
2499-AJYUA,Female,Credit card (automatic),8/5/2017,Kenya,Others,Bulk SMS,0,0
6919-ELBGL,Male,Bank transfer (automatic),1/23/2015,Kenya,Developer,Airtime,0,0
3966-HRMZA,Female,Mailed check,2/10/2017,Kenya,Others,Bulk SMS,0,0
6425-JWTDV,Male,Mailed check,5/24/2017,Kenya,Others,Bulk SMS,0,0
8405-IGQFX,Female,Credit card (automatic),9/28/2016,Kenya,Others,Bulk SMS,0,0
8224-IVVPA,Female,Mailed check,7/22/2015,Kenya,Others,Bulk SMS,0,0
9477-LGWQI,Male,Credit card (automatic),10/23/2017,Kenya,Others,Bulk SMS,0,0
1410-RSCMR,Male,Credit card (automatic),10/26/2016,Kenya,Others,Bulk SMS,0,0
3115-CZMZD,Male,Mailed check,3/27/2016,Kenya,Others,Bulk SMS,0,0
0139-IVFJG,Female,Electronic check,8/24/2015,Uganda,Others,Bulk SMS,0,0
6683-VLCTZ,Male,Electronic check,5/17/2013,Kenya,Consultancy,USSD,0,0
5730-DBDSI,Male,Bank transfer (automatic),11/3/2015,Kenya,Financial Services,Premium SMS,0,0
0030-FNXPP,Female,Mailed check,6/12/2017,Kenya,Others,Bulk SMS,0,0
2189-WWOEW,Female,Bank transfer (automatic),4/21/2017,Kenya,Others,Bulk SMS,0,0
5684-FJVYR,Female,Bank transfer (automatic),2/19/2016,Kenya,Others,Bulk SMS,0,0
4013-GUXND,Male,Mailed check,12/18/2012,Kenya,Others,Bulk SMS,0,0
1894-IGFSG,Female,Electronic check,10/22/2017,Kenya,Education,Bulk SMS,0,0
7379-POKDZ,Male,Electronic check,5/9/2017,Kenya,Others,Bulk SMS,0,0
1266-NZYUI,Female,Bank transfer (automatic),1/5/2017,Kenya,Others,USSD,0,0
7969-FFOWG,Male,Mailed check,8/8/2016,Kenya,Others,Bulk SMS,0,0
4718-DHSMV,Female,Mailed check,6/2/2017,Kenya,Developer,Bulk SMS,0,0
5175-WLYXL,Male,Mailed check,5/8/2017,Kenya,Consultancy,Bulk SMS,0,0
7817-OMJNA,Male,Bank transfer (automatic),9/21/2015,Kenya,Others,Bulk SMS,0,0
8728-SKJLR,Male,Electronic check,3/21/2014,Kenya,Others,Bulk SMS,0,0
3137-NYQQI,Male,Mailed check,9/16/2016,Kenya,Others,Bulk SMS,0,0
7706-DZNKK,Male,Credit card (automatic),11/9/2016,Kenya,Education,Bulk SMS,0,0
0236-HFWSV,Male,Electronic check,11/16/2017,Kenya,Others,Bulk SMS,0,0
3900-AQPHZ,Female,Mailed check,9/21/2016,Kenya,Others,Bulk SMS,0,0
5842-POCOP,Female,Mailed check,5/26/2016,Kenya,Others,Airtime,0,0
2037-XJFUP,Male,Electronic check,3/24/2017,Kenya,Others,USSD,0,0
8823-RLPWL,Female,Credit card (automatic),3/24/2016,Kenya,Others,Bulk SMS,0,0
9505-SQFSW,Female,Mailed check,6/14/2017,Kenya,Others,Bulk SMS,0,0
7314-OXENN,Male,Electronic check,4/5/2017,Kenya,Others,Bulk SMS,0,0
3758-CKOQL,Female,Credit card (automatic),11/8/2014,Kenya,Others,Bulk SMS,0,0
0322-CHQRU,Male,Electronic check,10/29/2014,Kenya,Others,Bulk SMS,0,0
5676-CFLYY,Male,Credit card (automatic),1/9/2018,Kenya,Others,Bulk SMS,0,0
7521-AFHAB,Female,Mailed check,10/19/2017,Nigeria,Others,Bulk SMS,0,0
0285-INHLN,Male,Credit card (automatic),6/29/2016,Kenya,Others,Bulk SMS,0,0
4678-DVQEO,Female,Electronic check,5/19/2017,Kenya,Others,Bulk SMS,0,0
5125-CNDSP,Male,Bank transfer (automatic),3/10/2017,Kenya,Agriculture,Bulk SMS,0,0
0691-IFBQW,Female,Electronic check,10/3/2017,Kenya,Others,Bulk SMS,0,0
4992-LTJNE,Male,Bank transfer (automatic),1/30/2015,Kenya,Others,Bulk SMS,0,0
2202-OUTMO,Female,Bank transfer (automatic),12/31/2015,Kenya,Others,USSD,0,0
0810-BDHAW,Female,Electronic check,7/16/2015,Kenya,Others,Bulk SMS,0,0
0229-LFJAF,Male,Bank transfer (automatic),1/18/2016,Kenya,Others,Bulk SMS,0,0
7131-ZQZNK,Female,Credit card (automatic),2/6/2016,Kenya,Others,Bulk SMS,0,0
3442-ZHHCC,Male,Credit card (automatic),4/21/2017,Kenya,Others,USSD,0,0
5726-CVNYA,Female,Mailed check,8/2/2016,Kenya,Others,Bulk SMS,0,0
9871-ELEYA,Female,Credit card (automatic),1/12/2017,Kenya,Money Transfer,Airtime,0,0
4257-GAESD,Female,Credit card (automatic),5/2/2017,Kenya,Others,Bulk SMS,0,0
5173-WXOQV,Male,Mailed check,1/3/2018,Kenya,Others,Bulk SMS,0,0
2040-OBMLJ,Male,Credit card (automatic),2/5/2016,Kenya,Others,Bulk SMS,0,0
6286-ZHAOK,Female,Bank transfer (automatic),2/9/2017,Kenya,Others,Bulk SMS,0,0
3807-XHCJH,Female,Electronic check,5/5/2017,Kenya,Others,Bulk SMS,0,0
3009-JWMPU,Male,Electronic check,10/23/2015,Kenya,Others,Bulk SMS,0,0
5671-RQRLP,Female,Credit card (automatic),7/15/2012,Kenya,Others,Bulk SMS,0,0
1450-GALXR,Female,Electronic check,10/4/2017,Kenya,Others,Bulk SMS,0,0
8859-AXJZP,Male,Mailed check,1/27/2017,Kenya,Others,Bulk SMS,0,0
3174-AKMAS,Female,Credit card (automatic),8/29/2013,Kenya,Entertainment,Bulk SMS,0,0
3138-BKYAV,Male,Electronic check,7/12/2017,Kenya,Others,Airtime,0,0
9926-PJHDQ,Female,Bank transfer (automatic),3/27/2015,Kenya,Others,Airtime,0,0
7382-DFJTU,Male,Credit card (automatic),7/22/2012,Kenya,Others,Bulk SMS,0,0
2798-NYLMZ,Male,Credit card (automatic),10/7/2017,Nigeria,Developer,Bulk SMS,0,0
4289-DTDKW,Male,Electronic check,8/7/2017,Nigeria,Gaming,Airtime,0,0
1820-TQVEV,Male,Electronic check,6/21/2017,Kenya,Others,Bulk SMS,0,0
2239-JALAW,Male,Bank transfer (automatic),7/21/2017,Kenya,Others,Bulk SMS,0,0
4853-RULSV,Male,Credit card (automatic),3/29/2017,Kenya,Insurance,Voice,0,0
8098-TDCBU,Female,Electronic check,10/12/2015,Kenya,Others,Bulk SMS,0,0
3551-GAEGL,Male,Bank transfer (automatic),1/22/2016,Kenya,Others,Bulk SMS,0,0
4785-NKHCX,Male,Bank transfer (automatic),11/14/2012,Kenya,Others,Bulk SMS,0,0
3196-NVXLZ,Female,Mailed check,10/18/2017,Kenya,Others,Bulk SMS,0,0
6275-YDUVO,Female,Mailed check,3/2/2016,Kenya,Others,Premium SMS,0,0
0036-IHMOT,Female,Bank transfer (automatic),5/16/2017,Kenya,Others,Bulk SMS,0,0
0115-TFERT,Male,Electronic check,8/29/2017,Nigeria,Others,Bulk SMS,0,0
4178-EGMON,Male,Credit card (automatic),6/24/2016,Kenya,Others,Bulk SMS,0,0
4220-TINQT,Female,Electronic check,10/31/2017,Kenya,Others,Bulk SMS,0,0
5318-YKDPV,Male,Credit card (automatic),11/12/2017,Kenya,Others,Bulk SMS,0,0
7975-TZMLR,Male,Electronic check,1/22/2014,Kenya,Others,Bulk SMS,0,0
0295-QVKPB,Male,Credit card (automatic),12/2/2015,Kenya,Others,USSD,0,0
4335-BSMJS,Female,Credit card (automatic),11/16/2017,Kenya,Others,Voice,0,0
2311-QYMUQ,Female,Credit card (automatic),11/21/2012,Kenya,Others,USSD,0,0
3643-AHCFP,Male,Bank transfer (automatic),6/2/2017,Kenya,Others,Bulk SMS,0,0
9146-JRIOX,Female,Mailed check,7/5/2016,Kenya,Others,Bulk SMS,0,0
3104-OWCGK,Male,Electronic check,1/6/2017,Kenya,Others,Airtime,0,0
5337-IIWKZ,Male,Electronic check,8/22/2017,Kenya,Others,Bulk SMS,0,0
9101-BWFSS,Female,Electronic check,9/20/2017,Kenya,Marketing,Bulk SMS,0,0
9650-VBUOG,Male,Credit card (automatic),7/27/2012,Kenya,Others,Bulk SMS,0,0
3487-EARAT,Female,Credit card (automatic),3/24/2015,Kenya,Others,Bulk SMS,0,0
2672-TGEFF,Female,Electronic check,5/22/2017,Kenya,Others,USSD,0,0
9231-ZJYAM,Female,Electronic check,5/15/2017,Kenya,Others,Bulk SMS,0,0
4250-WAROZ,Male,Electronic check,6/19/2017,Uganda,Others,Bulk SMS,0,0
8184-WMOFI,Male,Credit card (automatic),8/29/2017,Kenya,Others,Bulk SMS,0,0
6982-SSHFK,Male,Mailed check,6/6/2014,Kenya,Others,Bulk SMS,0,0
6092-QZVPP,Male,Credit card (automatic),6/8/2015,Kenya,Others,Bulk SMS,0,0
4625-LAMOB,Male,Credit card (automatic),5/4/2017,Kenya,Others,Bulk SMS,0,0
0727-BMPLR,Female,Electronic check,8/16/2017,Kenya,Others,Bulk SMS,0,0
0392-BZIUW,Female,Credit card (automatic),10/31/2015,Kenya,Others,Bulk SMS,0,0
1038-ZAGBI,Female,Bank transfer (automatic),1/28/2017,Malawi,Others,Bulk SMS,0,0
6549-NNDYT,Female,Bank transfer (automatic),9/17/2016,Kenya,Others,Airtime,0,0
3027-ZTDHO,Male,Electronic check,2/26/2016,Kenya,Others,Bulk SMS,0,0
0422-OHQHQ,Female,Mailed check,9/26/2017,Kenya,Others,Bulk SMS,0,0
6916-HIJSE,Female,Bank transfer (automatic),5/18/2013,Kenya,Others,Bulk SMS,0,0
2316-ESMLS,Female,Credit card (automatic),1/30/2015,Tanzania,Others,Bulk SMS,0,0
9778-OGKQZ,Male,Credit card (automatic),6/8/2016,Kenya,Others,Bulk SMS,0,0
7408-OFWXJ,Female,Credit card (automatic),6/6/2016,Kenya,Others,Bulk SMS,0,0
6007-TCTST,Female,Bank transfer (automatic),7/5/2016,Kenya,Others,Bulk SMS,0,0
2252-NKNSI,Male,Mailed check,5/8/2013,Kenya,Others,USSD,0,0
8713-IGZSO,Male,Mailed check,2/25/2016,Kenya,Others,Bulk SMS,0,0
7905-TVXTA,Female,Electronic check,5/2/2017,Kenya,Others,Bulk SMS,0,0
7695-PKLCZ,Female,Credit card (automatic),2/18/2016,Kenya,Education,Bulk SMS,0,0
2382-BCKQJ,Female,Electronic check,8/17/2015,Kenya,Others,Bulk SMS,0,0
8374-UULRV,Male,Credit card (automatic),6/7/2016,Kenya,Others,USSD,0,0
2207-NHRJK,Male,Electronic check,4/12/2017,Kenya,Others,USSD,0,0
3224-DFQNQ,Female,Electronic check,3/14/2017,Rwanda,Others,Bulk SMS,0,0
5275-PMFUT,Male,Credit card (automatic),7/15/2012,Kenya,Others,Bulk SMS,0,0
4795-UXVCJ,Male,Credit card (automatic),9/26/2016,Kenya,Others,Bulk SMS,0,0
9777-IQHWP,Male,Bank transfer (automatic),8/24/2016,Kenya,Developer,USSD,0,0
0947-MUGVO,Male,Electronic check,2/3/2015,Kenya,Others,Bulk SMS,0,0
9944-HKVVB,Female,Electronic check,9/30/2015,Kenya,Others,Bulk SMS,0,0
4124-MMETB,Male,Credit card (automatic),8/31/2017,Kenya,Others,Bulk SMS,0,0
3671-SHRSP,Male,Mailed check,10/10/2017,Kenya,Others,Bulk SMS,0,0
0979-MOZQI,Male,Bank transfer (automatic),10/9/2016,Kenya,Others,Bulk SMS,0,0
2732-ISEZX,Female,Mailed check,5/15/2015,Kenya,Others,Bulk SMS,0,0
3313-QKNKB,Male,Electronic check,3/8/2014,Kenya,Others,Bulk SMS,0,0
0323-XWWTN,Male,Mailed check,7/18/2016,Kenya,Others,Bulk SMS,0,0
1937-OTUKY,Female,Bank transfer (automatic),7/13/2016,Rwanda,Consultancy,Bulk SMS,0,0
1573-LGXBA,Male,Credit card (automatic),10/31/2017,Kenya,Others,Airtime,0,0
1764-VUUMT,Male,Credit card (automatic),8/3/2015,Uganda,Others,Bulk SMS,0,0
5073-WXOYN,Female,Electronic check,4/6/2014,Kenya,Others,Bulk SMS,0,0
4713-ZBURT,Male,Bank transfer (automatic),4/4/2017,Kenya,Others,Bulk SMS,0,0
3050-GBUSH,Female,Credit card (automatic),6/22/2016,Kenya,Others,Bulk SMS,0,0
0207-MDKNV,Female,Electronic check,11/19/2016,Kenya,Others,Bulk SMS,0,0
7876-AEHIG,Female,Bank transfer (automatic),8/8/2016,Malawi,Others,Bulk SMS,0,0
7945-HLKEA,Female,Electronic check,7/17/2015,Kenya,Others,Bulk SMS,0,0
9342-VNIMQ,Male,Bank transfer (automatic),6/10/2016,Kenya,Others,USSD,0,0
9851-KIELU,Male,Electronic check,10/22/2017,Kenya,Others,Bulk SMS,0,0
3523-BRGUW,Male,Credit card (automatic),7/4/2017,Kenya,Others,Bulk SMS,0,0
3908-BLSYF,Female,Electronic check,3/8/2017,Rwanda,Others,Bulk SMS,0,0
3199-NPKCN,Female,Electronic check,1/31/2017,Kenya,Others,Bulk SMS,0,0
5170-PTRKA,Female,Credit card (automatic),6/12/2015,Kenya,Agriculture,Bulk SMS,0,0
4661-NJEUX,Male,Mailed check,9/13/2017,Kenya,Others,Bulk SMS,0,0
2123-AGEEN,Female,Electronic check,6/21/2017,Kenya,Others,Bulk SMS,0,0
1258-YMZNM,Female,Bank transfer (automatic),11/30/2016,Kenya,Others,Bulk SMS,0,0
0048-LUMLS,Male,Credit card (automatic),4/24/2017,Kenya,Others,Airtime,0,0
7549-MYGPK,Female,Electronic check,12/14/2014,Kenya,Others,Bulk SMS,0,0
5898-IGSLP,Male,Electronic check,11/13/2016,Kenya,Others,Bulk SMS,0,0
3804-RVTGV,Male,Bank transfer (automatic),11/24/2016,Kenya,Financial Services,Payments,0,0
6259-WJQLC,Male,Credit card (automatic),8/1/2016,Kenya,Others,Airtime,0,0
9227-LUNBG,Female,Electronic check,8/6/2017,Kenya,Others,Bulk SMS,0,0
7997-EASSD,Female,Credit card (automatic),10/6/2015,Kenya,Others,Payments,0,0
0730-KOAVE,Male,Credit card (automatic),3/12/2017,Kenya,Others,Bulk SMS,0,0
8975-SKGRX,Male,Bank transfer (automatic),11/28/2017,Uganda,Education,Airtime,0,0
0678-RLHVP,Female,Electronic check,11/29/2015,Kenya,Others,USSD,0,0
4315-MURBD,Female,Bank transfer (automatic),11/5/2015,Kenya,Others,Bulk SMS,0,0
2267-FPIMA,Male,Credit card (automatic),5/14/2016,Nigeria,Others,Bulk SMS,0,0
1051-GEJLJ,Female,Mailed check,1/25/2017,Kenya,Others,Bulk SMS,0,0
9734-YWGEX,Female,Credit card (automatic),6/15/2016,Kenya,Hosting,Bulk SMS,0,0
2719-BDAQO,Male,Electronic check,12/19/2016,Kenya,Others,Airtime,0,0
5285-MVEHD,Female,Credit card (automatic),9/25/2017,Nigeria,Consultancy,Airtime,0,0
0379-DJQHR,Male,Credit card (automatic),10/23/2014,Kenya,Others,Bulk SMS,0,0
0781-LKXBR,Male,Electronic check,3/28/2017,Kenya,Religious,Bulk SMS,0,0
5543-QDCRY,Male,Electronic check,6/15/2017,Malawi,Transport,Airtime,0,0
0297-RBCSG,Male,Bank transfer (automatic),8/1/2015,Kenya,Others,Bulk SMS,0,0
4694-PHWFW,Female,Mailed check,1/13/2016,Kenya,Consultancy,USSD,0,0
0835-JKADZ,Female,Electronic check,8/4/2017,Kenya,Others,Bulk SMS,0,0
1907-UBQFC,Male,Electronic check,5/28/2016,Kenya,Others,Bulk SMS,0,0
7508-SMHXL,Female,Credit card (automatic),12/9/2015,Kenya,Others,Bulk SMS,0,0
3865-YIOTT,Male,Bank transfer (automatic),6/6/2017,Kenya,Others,Bulk SMS,0,0
5993-BQHEA,Male,Credit card (automatic),7/5/2016,Kenya,Others,Bulk SMS,0,0
6024-RUGGH,Male,Bank transfer (automatic),2/16/2015,Kenya,Others,Bulk SMS,0,0
6513-EECDB,Male,Electronic check,6/6/2017,Kenya,Others,Bulk SMS,0,0
3956-CJUST,Female,Bank transfer (automatic),10/13/2017,Kenya,Others,Bulk SMS,0,0
4079-WWQQQ,Male,Bank transfer (automatic),5/17/2017,Kenya,Others,Bulk SMS,0,0
6103-BOCOU,Female,Electronic check,9/28/2015,Kenya,Others,Bulk SMS,0,0
5149-TGWDZ,Female,Mailed check,10/10/2016,Kenya,Others,Bulk SMS,0,0
7471-WNSUF,Male,Bank transfer (automatic),11/11/2016,Kenya,Others,Airtime,0,0
8942-DBMHZ,Male,Mailed check,5/15/2014,Kenya,Others,Bulk SMS,0,0
4301-VVZKA,Male,Electronic check,9/7/2015,Kenya,Others,Airtime,0,0
9199-PWQVC,Female,Credit card (automatic),5/13/2017,Kenya,Health,USSD,0,0
4824-GUCBY,Female,Electronic check,8/16/2017,Nigeria,Others,Bulk SMS,0,0
5393-HJZSM,Female,Bank transfer (automatic),7/4/2017,Mexico,Others,Bulk SMS,0,0
7074-IEVOJ,Female,Electronic check,11/8/2017,Kenya,Others,Bulk SMS,0,0
9625-QSTYE,Female,Electronic check,9/2/2016,Kenya,Others,Bulk SMS,0,0
0862-PRCBS,Female,Credit card (automatic),8/25/2017,Rwanda,Others,Bulk SMS,0,0
8812-ZRHFP,Female,Electronic check,8/22/2013,Kenya,Lending,Premium SMS,0,0
5146-CBVOE,Female,Bank transfer (automatic),3/16/2016,Kenya,Others,Bulk SMS,0,0
0454-OKRCT,Male,Bank transfer (automatic),7/20/2017,Kenya,Others,Bulk SMS,0,0
5787-KXGIY,Male,Credit card (automatic),3/3/2015,Kenya,Consultancy,Bulk SMS,0,0
4750-ZRXIU,Female,Electronic check,1/30/2017,Uganda,Others,Bulk SMS,0,0
4198-VFOEA,Female,Mailed check,11/26/2014,Kenya,Others,Bulk SMS,0,0
6630-UJZMY,Female,Electronic check,10/8/2017,Kenya,Payment Gateway,Bulk SMS,0,0
5709-LVOEQ,Female,Mailed check,8/31/2016,Kenya,Others,Bulk SMS,0,0
6400-BWQKW,Female,Electronic check,7/22/2014,Kenya,Others,Bulk SMS,0,0
2692-AQCPF,Female,Credit card (automatic),12/4/2013,Kenya,Others,Bulk SMS,0,0
0347-UBKUZ,Female,Mailed check,3/28/2017,Kenya,Others,Bulk SMS,0,0
0835-DUUIQ,Female,Bank transfer (automatic),11/3/2017,Kenya,Others,Bulk SMS,0,0
0811-GSDTP,Female,Electronic check,4/8/2013,Kenya,Others,Bulk SMS,0,0
7567-ECMCM,Male,Credit card (automatic),4/3/2017,Kenya,Others,Bulk SMS,0,0
6115-ZTBFQ,Female,Bank transfer (automatic),5/20/2016,Kenya,Others,Bulk SMS,0,0
6353-BRMMA,Female,Bank transfer (automatic),7/20/2017,Kenya,Others,Bulk SMS,0,0
6680-WKXRZ,Female,Bank transfer (automatic),4/24/2017,Nigeria,Others,Bulk SMS,0,0
6231-WFGFH,Male,Mailed check,4/24/2017,Kenya,Others,Bulk SMS,0,0
9904-EHEVJ,Female,Mailed check,11/3/2015,Kenya,Others,Bulk SMS,0,0
7028-DVOIQ,Male,Electronic check,5/8/2017,Kenya,Others,Bulk SMS,0,0
6169-PPETC,Male,Bank transfer (automatic),11/10/2017,Kenya,Others,Bulk SMS,0,0
4208-UFFGW,Male,Mailed check,10/31/2016,Kenya,Others,Bulk SMS,0,0
8584-KMVXD,Female,Electronic check,2/19/2016,Kenya,Others,Bulk SMS,0,0
8467-WYNSR,Male,Mailed check,4/4/2017,Kenya,Others,Bulk SMS,0,0
0851-DFJKB,Female,Electronic check,7/28/2016,Kenya,Others,Bulk SMS,0,0
5382-SOYZL,Male,Electronic check,10/24/2017,Kenya,Others,Bulk SMS,0,0
9448-REEVD,Male,Credit card (automatic),6/30/2016,Kenya,Others,Bulk SMS,0,0
3261-CQXOL,Female,Bank transfer (automatic),9/25/2014,Kenya,Others,Bulk SMS,0,0
8388-FYNPZ,Male,Electronic check,2/24/2017,Kenya,Others,Bulk SMS,0,0
4002-BQWPQ,Male,Bank transfer (automatic),2/10/2017,Kenya,Others,Bulk SMS,0,0
5651-YLPRD,Female,Electronic check,8/18/2017,Kenya,Gaming,Payments,0,0
2826-DXLQO,Male,Bank transfer (automatic),10/19/2016,Kenya,Consultancy,Premium SMS,0,0
4378-BZYFP,Male,Mailed check,4/14/2016,Kenya,Others,Bulk SMS,0,0
9489-UTFKA,Male,Bank transfer (automatic),3/22/2017,Kenya,Others,Bulk SMS,0,0
4849-PYRLQ,Female,Bank transfer (automatic),10/19/2013,Kenya,Others,Bulk SMS,0,0
9117-SHLZX,Male,Mailed check,11/14/2016,Kenya,Others,Bulk SMS,0,0
9889-TMAHG,Male,Credit card (automatic),10/4/2016,Uganda,Others,Bulk SMS,0,0
4541-RMRLG,Male,Electronic check,2/28/2017,Kenya,Others,Bulk SMS,0,0
7764-BDPEE,Male,Mailed check,2/2/2016,Kenya,Others,USSD,0,0
3429-IFLEM,Female,Credit card (automatic),4/26/2016,Kenya,Others,Bulk SMS,0,0
3158-MOERK,Female,Electronic check,7/4/2017,Kenya,Others,Bulk SMS,0,0
7294-TMAOP,Female,Electronic check,2/15/2016,Kenya,Others,Bulk SMS,0,0
5002-GCQFH,Male,Bank transfer (automatic),11/8/2016,Uganda,Others,Airtime,0,0
0556-FJEGU,Male,Bank transfer (automatic),7/20/2012,Kenya,Entertainment,Bulk SMS,0,0
8919-FYFQZ,Male,Electronic check,11/12/2012,Kenya,Others,Bulk SMS,0,0
0604-THJFP,Female,Credit card (automatic),9/5/2016,Kenya,Others,Bulk SMS,0,0
2834-JRTUA,Male,Electronic check,11/9/2015,Kenya,Others,Airtime,0,0
5875-YPQFJ,Male,Electronic check,3/17/2017,Malawi,Others,Bulk SMS,0,0
5879-SESNB,Female,Electronic check,3/27/2015,Kenya,Others,Bulk SMS,0,0
6646-QVXLR,Male,Electronic check,12/8/2016,Kenya,Others,Bulk SMS,0,0
6461-PPAXN,Female,Bank transfer (automatic),7/15/2012,Kenya,Others,Bulk SMS,0,0
3318-ISQFQ,Female,Bank transfer (automatic),7/7/2017,Kenya,Others,Bulk SMS,0,0
1106-HRLKZ,Male,Mailed check,2/22/2017,Kenya,Others,Bulk SMS,0,0
2483-XSSMZ,Female,Electronic check,1/21/2013,Kenya,Others,Bulk SMS,0,0
